"","X","id_odsp","time","event_type","side","is_goal"
"568",12273,"KzeGXkUc/",67,7,2,0
"569",12275,"KzeGXkUc/",69,7,1,0
"570",12282,"KzeGXkUc/",75,7,1,0
"571",12298,"KzeGXkUc/",86,7,2,0
"572",12299,"KzeGXkUc/",86,1,1,1
"573",12482,"QFOnTxm8/",59,7,1,0
"574",12483,"QFOnTxm8/",59,7,1,0
"575",12493,"QFOnTxm8/",65,7,2,0
"576",12502,"QFOnTxm8/",75,1,1,1
"577",12506,"QFOnTxm8/",79,7,2,0
"578",12513,"QFOnTxm8/",85,7,2,0
"579",12564,"tjqPVTbA/",54,7,2,0
"580",12578,"tjqPVTbA/",61,7,1,0
"581",12581,"tjqPVTbA/",64,7,1,0
"582",12594,"tjqPVTbA/",72,7,2,0
"583",12607,"tjqPVTbA/",81,7,1,0
"584",12618,"tjqPVTbA/",90,7,2,0
"585",12679,"tYsKPcXA/",53,7,2,0
"586",12688,"tYsKPcXA/",59,7,1,0
"587",12691,"tYsKPcXA/",62,7,2,0
"588",12699,"tYsKPcXA/",69,7,1,0
"589",12702,"tYsKPcXA/",71,7,2,0
"590",12713,"tYsKPcXA/",79,7,1,0
"591",13177,"YuSfRGHK/",68,1,1,1
"592",13193,"YuSfRGHK/",79,7,2,0
"593",13194,"YuSfRGHK/",79,7,2,0
"594",13196,"YuSfRGHK/",80,7,1,0
"595",13199,"YuSfRGHK/",86,7,1,0
"596",13206,"YuSfRGHK/",90,7,1,0
"597",13383,"2TeFpTD3/",39,1,2,1
"598",13392,"2TeFpTD3/",45,7,1,0
"599",13404,"2TeFpTD3/",57,7,1,0
"600",13413,"2TeFpTD3/",65,7,2,0
"601",13424,"2TeFpTD3/",71,7,1,0
"602",13425,"2TeFpTD3/",71,7,2,0
"603",13435,"2TeFpTD3/",81,7,2,0
"604",13720,"CKtIYXOm/",53,1,1,1
"605",13725,"CKtIYXOm/",57,7,2,0
"606",13726,"CKtIYXOm/",58,7,2,0
"607",13739,"CKtIYXOm/",66,7,1,0
"608",13748,"CKtIYXOm/",71,7,2,0
"609",13752,"CKtIYXOm/",75,1,1,1
"610",13756,"CKtIYXOm/",78,7,1,0
"611",13757,"CKtIYXOm/",78,1,1,1
"612",13758,"CKtIYXOm/",79,1,1,1
"613",13759,"CKtIYXOm/",80,7,1,0
"614",14046,"I11QzFoT/",38,1,1,1
"615",14074,"I11QzFoT/",59,7,1,0
"616",14085,"I11QzFoT/",66,7,2,0
"617",14086,"I11QzFoT/",67,7,2,0
"618",14093,"I11QzFoT/",72,7,1,0
"619",14100,"I11QzFoT/",76,7,2,0
"620",14103,"I11QzFoT/",83,7,1,0
"621",14110,"I11QzFoT/",86,1,1,1
"622",14111,"I11QzFoT/",88,1,2,1
"623",14125,"j9jGN56j/",5,1,1,1
"624",14132,"j9jGN56j/",13,1,1,1
"625",14153,"j9jGN56j/",34,1,1,1
"626",14161,"j9jGN56j/",40,1,1,1
"627",14162,"j9jGN56j/",41,1,1,1
"628",14168,"j9jGN56j/",45,7,2,0
"629",14169,"j9jGN56j/",45,7,1,0
"630",14182,"j9jGN56j/",55,7,1,0
"631",14183,"j9jGN56j/",57,1,1,1
"632",14189,"j9jGN56j/",61,7,1,0
"633",14190,"j9jGN56j/",62,7,2,0
"634",14208,"j9jGN56j/",76,1,1,1
"635",14209,"j9jGN56j/",77,7,2,0
"636",14210,"j9jGN56j/",79,1,1,1
"637",14818,"tAT7Rhn7/",56,7,1,0
"638",14819,"tAT7Rhn7/",56,7,1,0
"639",14835,"tAT7Rhn7/",66,7,2,0
"640",14836,"tAT7Rhn7/",66,7,2,0
"641",14837,"tAT7Rhn7/",66,1,2,1
"642",14843,"tAT7Rhn7/",69,7,1,0
"643",14876,"tAT7Rhn7/",90,7,2,0
"644",15035,"WMdzXmOn/",15,1,2,1
"645",15045,"WMdzXmOn/",24,1,1,1
"646",15069,"WMdzXmOn/",45,7,2,0
"647",15078,"WMdzXmOn/",54,1,1,1
"648",15084,"WMdzXmOn/",59,7,1,0
"649",15095,"WMdzXmOn/",67,7,2,0
"650",15096,"WMdzXmOn/",67,7,2,0
"651",15101,"WMdzXmOn/",73,1,1,1
"652",15123,"WMdzXmOn/",89,7,1,0
"653",15124,"WMdzXmOn/",90,7,1,0
"654",15480,"8nUoJhP0/",14,1,1,1
"655",15486,"8nUoJhP0/",20,1,1,1
"656",15516,"8nUoJhP0/",43,1,2,1
"657",15552,"8nUoJhP0/",68,7,1,0
"658",15562,"8nUoJhP0/",74,7,2,0
"659",15563,"8nUoJhP0/",74,7,2,0
"660",15564,"8nUoJhP0/",74,7,1,0
"661",15565,"8nUoJhP0/",74,7,1,0
"662",15575,"8nUoJhP0/",80,1,2,1
"663",15587,"8nUoJhP0/",88,7,2,0
"664",16026,"h2MZsRcM/",4,1,2,1
"665",16058,"h2MZsRcM/",35,7,1,0
"666",16087,"h2MZsRcM/",58,7,2,0
"667",16089,"h2MZsRcM/",61,7,1,0
"668",16106,"h2MZsRcM/",72,7,1,0
"669",16111,"h2MZsRcM/",75,7,2,0
"670",16119,"h2MZsRcM/",83,7,2,0
"671",16920,"zRBvsoDS/",45,7,2,0
"672",16937,"zRBvsoDS/",59,7,2,0
"673",16945,"zRBvsoDS/",68,1,1,1
"674",16946,"zRBvsoDS/",70,7,2,0
"675",16952,"zRBvsoDS/",74,7,1,0
"676",16964,"zRBvsoDS/",83,7,1,0
"677",16968,"zRBvsoDS/",85,7,1,0
"678",17155,"EXbpbSSd/",62,7,2,0
"679",17157,"EXbpbSSd/",64,1,1,1
"680",17172,"EXbpbSSd/",77,7,1,0
"681",17178,"EXbpbSSd/",80,7,2,0
"682",17179,"EXbpbSSd/",80,7,1,0
"683",17184,"EXbpbSSd/",83,7,2,0
"684",17185,"EXbpbSSd/",83,7,1,0
"685",17204,"hOclcnr3/",8,1,1,1
"686",17242,"hOclcnr3/",55,1,1,1
"687",17249,"hOclcnr3/",65,7,1,0
"688",17251,"hOclcnr3/",66,7,2,0
"689",17256,"hOclcnr3/",73,7,1,0
"690",17257,"hOclcnr3/",74,7,2,0
"691",17268,"hOclcnr3/",84,7,1,0
"692",17407,"xhgZWBg0/",8,1,1,1
"693",17488,"xhgZWBg0/",58,1,2,1
"694",17497,"xhgZWBg0/",63,7,2,0
"695",17507,"xhgZWBg0/",70,7,2,0
"696",17511,"xhgZWBg0/",75,7,1,0
"697",17517,"xhgZWBg0/",79,7,1,0
"698",17523,"xhgZWBg0/",84,7,2,0
"699",17860,"8jApU9wJ/",23,1,1,1
"700",17881,"8jApU9wJ/",51,7,2,0
"701",17889,"8jApU9wJ/",61,7,1,0
"702",17890,"8jApU9wJ/",62,1,2,1
"703",17895,"8jApU9wJ/",67,7,1,0
"704",17901,"8jApU9wJ/",75,7,2,0
"705",17905,"8jApU9wJ/",78,7,1,0
"706",17920,"8jApU9wJ/",90,7,2,0
"707",17938,"ba7Bnigm/",12,1,2,1
"708",17983,"ba7Bnigm/",60,7,2,0
"709",17984,"ba7Bnigm/",61,7,1,0
"710",17993,"ba7Bnigm/",72,7,2,0
"711",17995,"ba7Bnigm/",72,7,1,0
"712",17999,"ba7Bnigm/",77,7,1,0
"713",18010,"ba7Bnigm/",83,7,2,0
"714",18013,"ba7Bnigm/",89,1,1,1
"715",18160,"Cn36x5Lq/",28,1,1,1
"716",18201,"Cn36x5Lq/",61,7,1,0
"717",18205,"Cn36x5Lq/",64,7,2,0
"718",18213,"Cn36x5Lq/",68,1,1,1
"719",18214,"Cn36x5Lq/",69,7,1,0
"720",18216,"Cn36x5Lq/",72,1,1,1
"721",18217,"Cn36x5Lq/",73,7,2,0
"722",18220,"Cn36x5Lq/",77,7,1,0
"723",18221,"Cn36x5Lq/",79,7,2,0
"724",18225,"Cn36x5Lq/",81,1,1,1
"725",18343,"fT3UXivf/",3,1,2,1
"726",18350,"fT3UXivf/",9,1,2,1
"727",18381,"fT3UXivf/",35,1,2,1
"728",18403,"fT3UXivf/",54,1,1,1
"729",18426,"fT3UXivf/",68,7,2,0
"730",18427,"fT3UXivf/",68,7,1,0
"731",18444,"fT3UXivf/",76,7,2,0
"732",18450,"fT3UXivf/",82,7,1,0
"733",18456,"fT3UXivf/",85,7,2,0
"734",18457,"fT3UXivf/",86,7,1,0
"735",18737,"KzqzsWhd/",29,1,1,1
"736",18764,"KzqzsWhd/",45,7,2,0
"737",18765,"KzqzsWhd/",45,7,2,0
"738",18766,"KzqzsWhd/",45,7,1,0
"739",18775,"KzqzsWhd/",52,1,2,1
"740",18784,"KzqzsWhd/",60,7,1,0
"741",18799,"KzqzsWhd/",67,7,2,0
"742",18810,"KzqzsWhd/",74,7,1,0
"743",18861,"lQHyggGJ/",25,1,1,1
"744",18892,"lQHyggGJ/",45,7,2,0
"745",18928,"lQHyggGJ/",66,7,2,0
"746",18936,"lQHyggGJ/",71,7,1,0
"747",18937,"lQHyggGJ/",71,7,1,0
"748",18938,"lQHyggGJ/",72,7,2,0
"749",18942,"lQHyggGJ/",74,1,1,1
"750",18946,"lQHyggGJ/",77,7,1,0
"751",19122,"OS3amYFS/",58,7,2,0
"752",19123,"OS3amYFS/",58,7,2,0
"753",19124,"OS3amYFS/",59,7,1,0
"754",19125,"OS3amYFS/",59,7,1,0
"755",19139,"OS3amYFS/",71,7,2,0
"756",19140,"OS3amYFS/",71,1,1,1
"757",19157,"OS3amYFS/",84,7,1,0
"758",19416,"QyjRrhOq/",46,1,1,1
"759",19436,"QyjRrhOq/",61,1,1,1
"760",19441,"QyjRrhOq/",67,7,2,0
"761",19448,"QyjRrhOq/",70,7,1,0
"762",19456,"QyjRrhOq/",74,7,1,0
"763",19457,"QyjRrhOq/",74,7,2,0
"764",19459,"QyjRrhOq/",81,1,1,1
"765",19460,"QyjRrhOq/",82,7,2,0
"766",19465,"QyjRrhOq/",86,7,1,0
"767",19592,"tOdGoB8g/",22,1,2,1
"768",19595,"tOdGoB8g/",24,1,1,1
"769",19611,"tOdGoB8g/",35,1,2,1
"770",19622,"tOdGoB8g/",41,1,1,1
"771",19628,"tOdGoB8g/",51,1,2,1
"772",19634,"tOdGoB8g/",62,7,2,0
"773",19635,"tOdGoB8g/",63,7,1,0
"774",19638,"tOdGoB8g/",67,7,1,0
"775",19641,"tOdGoB8g/",69,1,2,1
"776",19644,"tOdGoB8g/",71,1,2,1
"777",19647,"tOdGoB8g/",73,7,2,0
"778",19656,"tOdGoB8g/",78,7,1,0
"779",19663,"tOdGoB8g/",86,7,2,0
"780",19672,"tOdGoB8g/",90,1,2,1
"781",20236,"OKJBQ37U/",18,1,1,1
"782",20274,"OKJBQ37U/",51,1,2,1
"783",20291,"OKJBQ37U/",65,7,2,0
"784",20295,"OKJBQ37U/",67,1,2,1
"785",20298,"OKJBQ37U/",69,7,1,0
"786",20311,"OKJBQ37U/",76,7,1,0
"787",20321,"OKJBQ37U/",82,7,1,0
"788",20322,"OKJBQ37U/",82,7,2,0
"789",20343,"OKJBQ37U/",90,7,2,0
"790",20471,"0MASHCU8/",5,1,1,1
"791",20518,"0MASHCU8/",45,7,2,0
"792",20519,"0MASHCU8/",45,7,2,0
"793",20532,"0MASHCU8/",52,7,1,0
"794",20549,"0MASHCU8/",66,7,1,0
"795",20556,"0MASHCU8/",79,7,2,0
"796",20559,"0MASHCU8/",82,7,1,0
"797",20581,"4lz9Q0xo/",7,1,1,1
"798",20614,"4lz9Q0xo/",33,1,1,1
"799",20619,"4lz9Q0xo/",45,7,2,0
"800",20620,"4lz9Q0xo/",45,7,2,0
"801",20646,"4lz9Q0xo/",64,1,1,1
"802",20654,"4lz9Q0xo/",69,7,1,0
"803",20664,"4lz9Q0xo/",76,7,1,0
"804",20672,"4lz9Q0xo/",80,7,1,0
"805",20675,"4lz9Q0xo/",83,7,2,0
"806",20682,"4lz9Q0xo/",86,1,2,1
"807",20714,"AHF7RqhO/",33,1,1,1
"808",20726,"AHF7RqhO/",43,7,1,0
"809",20753,"AHF7RqhO/",64,1,2,1
"810",20758,"AHF7RqhO/",70,7,2,0
"811",20760,"AHF7RqhO/",75,7,1,0
"812",20761,"AHF7RqhO/",75,7,2,0
"813",20776,"AHF7RqhO/",86,7,2,0
"814",20778,"AHF7RqhO/",88,7,1,0
"815",20784,"AHF7RqhO/",90,1,2,1
"816",20936,"dSvCnra4/",45,7,1,0
"817",20958,"dSvCnra4/",59,1,1,1
"818",20963,"dSvCnra4/",70,7,2,0
"819",20967,"dSvCnra4/",73,7,1,0
"820",20974,"dSvCnra4/",81,7,2,0
"821",20975,"dSvCnra4/",81,7,2,0
"822",20983,"dSvCnra4/",90,7,1,0
"823",21031,"fqAWGWqF/",54,7,1,0
"824",21050,"fqAWGWqF/",68,7,2,0
"825",21055,"fqAWGWqF/",72,7,1,0
"826",21057,"fqAWGWqF/",78,7,2,0
"827",21060,"fqAWGWqF/",82,7,1,0
"828",21069,"fqAWGWqF/",86,7,2,0
"829",21107,"hC7urT7I/",34,1,1,1
"830",21119,"hC7urT7I/",45,7,2,0
"831",21125,"hC7urT7I/",61,7,1,0
"832",21127,"hC7urT7I/",62,7,2,0
"833",21131,"hC7urT7I/",69,7,1,0
"834",21136,"hC7urT7I/",74,7,2,0
"835",21147,"hC7urT7I/",88,7,1,0
"836",21158,"hC7urT7I/",90,1,2,1
"837",21206,"I76xqoNb/",45,7,2,0
"838",21222,"I76xqoNb/",60,7,1,0
"839",21252,"I76xqoNb/",79,7,1,0
"840",21255,"I76xqoNb/",80,7,2,0
"841",21257,"I76xqoNb/",83,7,1,0
"842",21267,"I76xqoNb/",88,7,2,0
"843",21511,"KSMfUo85/",5,1,1,1
"844",21529,"KSMfUo85/",19,1,1,1
"845",21554,"KSMfUo85/",64,7,2,0
"846",21555,"KSMfUo85/",65,7,1,0
"847",21574,"KSMfUo85/",78,7,1,0
"848",21579,"KSMfUo85/",82,7,1,0
"849",21583,"KSMfUo85/",86,7,2,0
"850",21588,"KSMfUo85/",90,1,1,1
"851",21637,"M9nakpFo/",39,1,2,1
"852",21641,"M9nakpFo/",43,1,2,1
"853",21647,"M9nakpFo/",45,7,1,0
"854",21659,"M9nakpFo/",62,7,1,0
"855",21669,"M9nakpFo/",68,7,2,0
"856",21674,"M9nakpFo/",71,7,2,0
"857",21683,"M9nakpFo/",80,1,2,1
"858",21685,"M9nakpFo/",83,7,1,0
"859",21689,"M9nakpFo/",86,7,2,0
"860",21703,"MXdukFe0/",1,1,2,1
"861",21729,"MXdukFe0/",27,7,1,0
"862",21744,"MXdukFe0/",37,1,1,1
"863",21759,"MXdukFe0/",45,1,1,1
"864",21770,"MXdukFe0/",51,1,1,1
"865",21776,"MXdukFe0/",55,1,2,1
"866",21777,"MXdukFe0/",56,7,2,0
"867",21782,"MXdukFe0/",59,7,1,0
"868",21783,"MXdukFe0/",59,7,1,0
"869",21791,"MXdukFe0/",67,1,1,1
"870",21792,"MXdukFe0/",68,7,2,0
"871",21795,"MXdukFe0/",69,7,2,0
"872",21797,"MXdukFe0/",73,1,1,1
"873",21808,"MXdukFe0/",84,1,1,1
"874",21861,"vH7YqR7h/",45,7,2,0
"875",21876,"vH7YqR7h/",63,7,1,0
"876",21896,"vH7YqR7h/",75,1,1,1
"877",21898,"vH7YqR7h/",78,7,2,0
"878",21900,"vH7YqR7h/",80,7,2,0
"879",21911,"vH7YqR7h/",88,7,1,0
"880",21936,"vTglm2Ke/",9,1,1,1
"881",21944,"vTglm2Ke/",15,1,1,1
"882",21951,"vTglm2Ke/",26,1,1,1
"883",21967,"vTglm2Ke/",45,7,2,0
"884",21968,"vTglm2Ke/",45,7,2,0
"885",21979,"vTglm2Ke/",54,7,1,0
"886",22005,"vTglm2Ke/",72,7,1,0
"887",22019,"vTglm2Ke/",78,1,1,1
"888",22020,"vTglm2Ke/",79,7,2,0
"889",22023,"vTglm2Ke/",81,7,1,0
"890",22033,"vTglm2Ke/",90,1,1,1
"891",22711,"GfG3SPxI/",3,1,2,1
"892",22738,"GfG3SPxI/",23,1,1,1
"893",22764,"GfG3SPxI/",45,7,2,0
"894",22788,"GfG3SPxI/",59,7,1,0
"895",22789,"GfG3SPxI/",59,7,2,0
"896",22802,"GfG3SPxI/",66,7,2,0
"897",22810,"GfG3SPxI/",71,7,1,0
"898",22829,"GfG3SPxI/",82,7,1,0
"899",22843,"GfG3SPxI/",90,1,1,1
"900",22881,"h09Qomwt/",20,1,1,1
"901",22913,"h09Qomwt/",55,7,2,0
"902",22924,"h09Qomwt/",64,1,1,1
"903",22927,"h09Qomwt/",68,7,2,0
"904",22931,"h09Qomwt/",73,7,1,0
"905",22937,"h09Qomwt/",76,7,2,0
"906",22944,"h09Qomwt/",83,7,1,0
"907",22947,"h09Qomwt/",85,7,1,0
"908",23070,"lpS4bOTm/",6,1,1,1
"909",23121,"lpS4bOTm/",53,7,2,0
"910",23122,"lpS4bOTm/",53,1,1,1
"911",23136,"lpS4bOTm/",64,7,2,0
"912",23140,"lpS4bOTm/",70,1,1,1
"913",23141,"lpS4bOTm/",71,7,1,0
"914",23142,"lpS4bOTm/",71,7,2,0
"915",23146,"lpS4bOTm/",74,7,1,0
"916",23149,"lpS4bOTm/",82,7,1,0
"917",23207,"nJ6OIhF2/",45,7,1,0
"918",23220,"nJ6OIhF2/",59,7,2,0
"919",23226,"nJ6OIhF2/",64,7,2,0
"920",23248,"nJ6OIhF2/",77,7,1,0
"921",23272,"nJ6OIhF2/",90,7,2,0
"922",23306,"OdFg1ipS/",34,1,1,1
"923",23340,"OdFg1ipS/",58,7,2,0
"924",23343,"OdFg1ipS/",59,1,1,1
"925",23344,"OdFg1ipS/",61,7,2,0
"926",23347,"OdFg1ipS/",63,7,1,0
"927",23350,"OdFg1ipS/",65,7,1,0
"928",23358,"OdFg1ipS/",68,7,2,0
"929",23377,"OdFg1ipS/",80,7,1,0
"930",23391,"OdFg1ipS/",89,1,2,1
"931",24160,"MmuOjyRm/",31,1,1,1
"932",24175,"MmuOjyRm/",45,7,2,0
"933",24186,"MmuOjyRm/",55,7,2,0
"934",24202,"MmuOjyRm/",65,7,1,0
"935",24204,"MmuOjyRm/",69,7,1,0
"936",24205,"MmuOjyRm/",72,7,2,0
"937",24211,"MmuOjyRm/",78,7,1,0
"938",24295,"SAFObQMo/",52,1,2,1
"939",24307,"SAFObQMo/",61,7,1,0
"940",24319,"SAFObQMo/",69,1,2,1
"941",24323,"SAFObQMo/",72,7,2,0
"942",24336,"SAFObQMo/",78,7,1,0
"943",24347,"SAFObQMo/",89,7,2,0
"944",24352,"SAFObQMo/",90,7,2,0
"945",24505,"2ynI4fem/",55,1,2,1
"946",24506,"2ynI4fem/",56,7,1,0
"947",24515,"2ynI4fem/",64,1,1,1
"948",24519,"2ynI4fem/",67,7,1,0
"949",24522,"2ynI4fem/",70,7,2,0
"950",24532,"2ynI4fem/",74,7,1,0
"951",24533,"2ynI4fem/",75,1,2,1
"952",24538,"2ynI4fem/",78,7,2,0
"953",24545,"2ynI4fem/",84,7,2,0
"954",24551,"2ynI4fem/",88,1,1,1
"955",24556,"2ynI4fem/",90,1,1,1
"956",24578,"8KNWd4ib/",14,1,1,1
"957",24589,"8KNWd4ib/",26,1,1,1
"958",24599,"8KNWd4ib/",34,1,1,1
"959",24608,"8KNWd4ib/",45,7,2,0
"960",24609,"8KNWd4ib/",49,7,2,0
"961",24625,"8KNWd4ib/",65,7,1,0
"962",24631,"8KNWd4ib/",67,7,2,0
"963",24637,"8KNWd4ib/",73,7,1,0
"964",24644,"8KNWd4ib/",79,7,1,0
"965",24670,"8tH6vNyU/",5,1,1,1
"966",24684,"8tH6vNyU/",19,1,1,1
"967",24694,"8tH6vNyU/",32,1,2,1
"968",24712,"8tH6vNyU/",45,1,2,1
"969",24725,"8tH6vNyU/",52,1,2,1
"970",24737,"8tH6vNyU/",62,7,1,0
"971",24740,"8tH6vNyU/",65,7,1,0
"972",24741,"8tH6vNyU/",68,7,2,0
"973",24762,"8tH6vNyU/",82,1,1,1
"974",24763,"8tH6vNyU/",82,7,2,0
"975",24766,"8tH6vNyU/",84,7,1,0
"976",25106,"GtJdbLrA/",5,1,2,1
"977",25142,"GtJdbLrA/",38,1,1,1
"978",25165,"GtJdbLrA/",59,7,1,0
"979",25166,"GtJdbLrA/",60,7,2,0
"980",25174,"GtJdbLrA/",66,7,1,0
"981",25187,"GtJdbLrA/",79,7,2,0
"982",25202,"GtJdbLrA/",90,7,2,0
"983",25650,"nufinDuJ/",4,1,1,1
"984",25695,"nufinDuJ/",54,7,1,0
"985",25701,"nufinDuJ/",64,7,1,0
"986",25715,"nufinDuJ/",75,7,1,0
"987",25716,"nufinDuJ/",77,7,2,0
"988",25717,"nufinDuJ/",77,7,2,0
"989",25726,"nufinDuJ/",85,7,2,0
"990",26028,"QeYRcpxh/",45,7,2,0
"991",26049,"QeYRcpxh/",58,7,2,0
"992",26068,"QeYRcpxh/",69,7,1,0
"993",26075,"QeYRcpxh/",73,7,1,0
"994",26080,"QeYRcpxh/",75,7,2,0
"995",26098,"QeYRcpxh/",85,7,1,0
"996",26254,"rTKl0sEc/",53,1,1,1
"997",26269,"rTKl0sEc/",62,1,2,1
"998",26270,"rTKl0sEc/",62,7,2,0
"999",26285,"rTKl0sEc/",74,7,2,0
"1000",26286,"rTKl0sEc/",75,7,1,0
"1001",26300,"rTKl0sEc/",87,7,1,0
"1002",26301,"rTKl0sEc/",87,7,1,0
"1003",26302,"rTKl0sEc/",88,7,2,0
"1004",26523,"0OeqlZA6/",12,1,2,1
"1005",26562,"0OeqlZA6/",56,7,2,0
"1006",26563,"0OeqlZA6/",57,7,2,0
"1007",26576,"0OeqlZA6/",75,7,1,0
"1008",26580,"0OeqlZA6/",79,7,1,0
"1009",26581,"0OeqlZA6/",80,7,2,0
"1010",26614,"2L3Z2YPa/",17,1,2,1
"1011",26673,"2L3Z2YPa/",56,7,1,0
"1012",26685,"2L3Z2YPa/",66,1,2,1
"1013",26686,"2L3Z2YPa/",67,7,1,0
"1014",26690,"2L3Z2YPa/",71,7,2,0
"1015",26696,"2L3Z2YPa/",74,7,1,0
"1016",26699,"2L3Z2YPa/",77,7,2,0
"1017",26708,"2L3Z2YPa/",82,1,2,1
"1018",26709,"2L3Z2YPa/",84,7,2,0
"1019",26720,"2L3Z2YPa/",89,1,2,1
"1020",26927,"8lemmgQC/",68,7,1,0
"1021",26942,"8lemmgQC/",76,7,1,0
"1022",26943,"8lemmgQC/",76,7,2,0
"1023",26945,"8lemmgQC/",78,7,2,0
"1024",26947,"8lemmgQC/",83,7,2,0
"1025",26972,"b5tYg0rJ/",10,1,2,1
"1026",27015,"b5tYg0rJ/",40,1,2,1
"1027",27024,"b5tYg0rJ/",46,7,1,0
"1028",27025,"b5tYg0rJ/",46,7,1,0
"1029",27047,"b5tYg0rJ/",61,7,1,0
"1030",27058,"b5tYg0rJ/",70,7,2,0
"1031",27066,"b5tYg0rJ/",80,7,2,0
"1032",27106,"CENctq7H/",13,1,2,1
"1033",27135,"CENctq7H/",38,1,1,1
"1034",27147,"CENctq7H/",45,7,2,0
"1035",27159,"CENctq7H/",55,7,2,0
"1036",27169,"CENctq7H/",65,7,1,0
"1037",27179,"CENctq7H/",73,1,2,1
"1038",27180,"CENctq7H/",74,7,1,0
"1039",27195,"CENctq7H/",84,7,1,0
"1040",27200,"CENctq7H/",89,7,2,0
"1041",27701,"pCFkwK6p/",7,1,1,1
"1042",27730,"pCFkwK6p/",32,1,1,1
"1043",27744,"pCFkwK6p/",45,7,2,0
"1044",27745,"pCFkwK6p/",45,7,2,0
"1045",27771,"pCFkwK6p/",59,7,1,0
"1046",27790,"pCFkwK6p/",76,7,2,0
"1047",27797,"pCFkwK6p/",79,7,1,0
"1048",27809,"pCFkwK6p/",89,7,1,0
"1049",27824,"QFlLd2b0/",8,1,1,1
"1050",27877,"QFlLd2b0/",76,7,2,0
"1051",28030,"UPGp1Nbi/",5,1,2,1
"1052",28047,"UPGp1Nbi/",19,1,1,1
"1053",28100,"UPGp1Nbi/",61,7,1,0
"1054",28101,"UPGp1Nbi/",61,7,1,0
"1055",28106,"UPGp1Nbi/",65,7,2,0
"1056",28127,"UPGp1Nbi/",83,7,1,0
"1057",28129,"UPGp1Nbi/",85,7,2,0
"1058",28134,"UPGp1Nbi/",90,7,2,0
"1059",28690,"bglif2yH/",42,1,2,1
"1060",28716,"bglif2yH/",63,7,1,0
"1061",28732,"bglif2yH/",71,1,2,1
"1062",28735,"bglif2yH/",73,7,1,0
"1063",28737,"bglif2yH/",74,7,2,0
"1064",28750,"bglif2yH/",88,7,2,0
"1065",28752,"bglif2yH/",89,7,2,0
"1066",28817,"88BkPKsg/",57,1,2,1
"1067",28830,"88BkPKsg/",66,7,2,0
"1068",28831,"88BkPKsg/",66,7,1,0
"1069",28840,"88BkPKsg/",75,7,1,0
"1070",28843,"88BkPKsg/",76,1,1,1
"1071",28845,"88BkPKsg/",82,1,2,1
"1072",28846,"88BkPKsg/",84,7,2,0
"1073",28849,"88BkPKsg/",85,7,1,0
"1074",28855,"88BkPKsg/",87,7,2,0
"1075",28945,"As9zE0rc/",9,1,2,1
"1076",28950,"As9zE0rc/",11,1,2,1
"1077",28973,"As9zE0rc/",27,1,1,1
"1078",29009,"As9zE0rc/",50,1,1,1
"1079",29022,"As9zE0rc/",58,1,1,1
"1080",29023,"As9zE0rc/",59,7,1,0
"1081",29027,"As9zE0rc/",63,7,2,0
"1082",29028,"As9zE0rc/",63,7,2,0
"1083",29029,"As9zE0rc/",64,1,1,1
"1084",29044,"As9zE0rc/",78,7,1,0
"1085",29045,"As9zE0rc/",78,7,2,0
"1086",29050,"As9zE0rc/",81,1,1,1
"1087",29060,"As9zE0rc/",86,7,1,0
"1088",29062,"As9zE0rc/",90,1,2,1
"1089",29242,"C0URm0Ep/",48,1,1,1
"1090",29263,"C0URm0Ep/",62,7,2,0
"1091",29272,"C0URm0Ep/",70,7,2,0
"1092",29284,"C0URm0Ep/",77,1,1,1
"1093",29285,"C0URm0Ep/",78,7,1,0
"1094",29288,"C0URm0Ep/",80,7,2,0
"1095",29292,"C0URm0Ep/",83,7,1,0
"1096",29301,"C0URm0Ep/",90,7,1,0
"1097",29456,"df3yiwyp/",45,1,1,1
"1098",29466,"df3yiwyp/",56,7,2,0
"1099",29467,"df3yiwyp/",57,7,2,0
"1100",29494,"df3yiwyp/",73,7,1,0
"1101",29502,"df3yiwyp/",78,7,1,0
"1102",29506,"df3yiwyp/",79,7,2,0
"1103",29510,"df3yiwyp/",85,1,2,1
"1104",29511,"df3yiwyp/",88,7,1,0
"1105",29920,"KthHHXvg/",45,7,2,0
"1106",29930,"KthHHXvg/",56,7,1,0
"1107",29960,"KthHHXvg/",72,7,1,0
"1108",29972,"KthHHXvg/",80,7,2,0
"1109",29981,"KthHHXvg/",87,7,2,0
"1110",29983,"KthHHXvg/",88,7,1,0
"1111",30098,"lY7vDKc3/",11,1,1,1
"1112",30119,"lY7vDKc3/",35,1,1,1
"1113",30134,"lY7vDKc3/",45,7,2,0
"1114",30135,"lY7vDKc3/",45,7,2,0
"1115",30158,"lY7vDKc3/",62,7,1,0
"1116",30159,"lY7vDKc3/",62,7,1,0
"1117",30167,"lY7vDKc3/",65,1,1,1
"1118",30190,"lY7vDKc3/",84,7,2,0
"1119",30191,"lY7vDKc3/",85,7,1,0
"1120",30320,"nBMzdO64/",5,1,1,1
"1121",30322,"nBMzdO64/",7,1,1,1
"1122",30329,"nBMzdO64/",13,1,1,1
"1123",30357,"nBMzdO64/",45,7,2,0
"1124",30370,"nBMzdO64/",61,7,2,0
"1125",30377,"nBMzdO64/",69,1,1,1
"1126",30378,"nBMzdO64/",70,7,2,0
"1127",30379,"nBMzdO64/",73,7,1,0
